injection_OBJ_ID,injection_API,injection_lat,injection_lon,production_OBJ_ID,production_API,production_lat,production_lon,distance_miles,OBJ_ID,prod_change,distance_band
7521,34005200000000.0,40.88728253,-82.16039625,10723,34005600000000.0,40.83741,-82.1475,3.511173009106848,10723,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,8208,34005200000000.0,40.838444,-82.169735,3.409556285232072,8208,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,5370,34005200000000.0,40.837792,-82.147128,3.4890837137288715,5370,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,5835,34005200000000.0,40.837497,-82.143053,3.557265072449067,5835,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,9915,34005600000000.0,40.838477,-82.12666,3.805160593081842,9915,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,231355,34169200000000.0,40.836784,-82.097475,4.794243570215255,231355,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,10620,34005600000000.0,40.83852,-82.157197,3.3733477708104256,10620,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,6337,34005200000000.0,40.838653,-82.143296,3.476800244753607,6337,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,8146,34005200000000.0,40.886352,-82.173294,0.6767802576185342,8146,-26.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,10496,34005600000000.0,40.897053,-82.17653,1.0797469452687694,10496,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,5843,34005200000000.0,40.892246,-82.162797,0.3651535094519552,5843,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6266,34005200000000.0,40.893308,-82.160223,0.4164227303532546,6266,9.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6177,34005200000000.0,40.892972,-82.166327,0.5004977318260913,6177,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,5833,34005200000000.0,40.89515,-82.175425,0.9548252392511107,5833,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,10089,34005600000000.0,40.873175,-82.172712,1.1679352017996913,10089,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6667,34005200000000.0,40.900159,-82.17133,1.0571967998587966,6667,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,7620,34005200000000.0,40.87397,-82.162579,0.9268581157644489,7620,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,8261,34005200000000.0,40.891961,-82.166756,0.4635125069904869,8261,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6665,34005200000000.0,40.858058,-82.165661,2.037891280853066,6665,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6627,34005200000000.0,40.856099,-82.164897,2.1673920111813483,6627,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,9987,34005600000000.0,40.891142,-82.162784,0.2943914007117527,9987,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,5524,34005200000000.0,40.887933,-82.165383,0.2643307204881159,5524,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,8053,34000000000000.0,40.887571,-82.167501,0.3716510173374539,8053,-28.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,7264,34005200000000.0,40.880785,-82.178869,1.0642930611836507,7264,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,5763,34005200000000.0,40.88704,-82.167052,0.34806769578030905,5763,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,8130,34005200000000.0,40.8862,-82.16805,0.40673379495070017,8130,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,8216,34005200000000.0,40.888669,-82.167496,0.3830250499122375,8216,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,5557,34005200000000.0,40.886381,-82.166867,0.34369407963867615,5557,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,5633,34005200000000.0,40.887159,-82.16274,0.12272317898314872,5633,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6027,34005200000000.0,40.893015,-82.166949,0.5234757746535315,6027,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6818,34005200000000.0,40.889921,-82.179248,1.0014356007865697,6818,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,8218,34005200000000.0,40.889075,-82.165685,0.30274590362233883,8218,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,8050,34005200000000.0,40.887564,-82.16515,0.2490722664568125,8050,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6443,34005200000000.0,40.883077,-82.168243,0.5024377255963707,6443,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,10504,34005600000000.0,40.889098,-82.173631,0.7025966124975405,10504,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6203,34005200000000.0,40.899905,-82.162403,0.8784136980328103,6203,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,5876,34005200000000.0,40.887415,-82.162033,0.08598417834458884,5876,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,5906,34005200000000.0,40.889498,-82.162012,0.17480030125680507,5906,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,9990,34005600000000.0,40.888707,-82.16755,0.3864170015968837,9990,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,10088,34005600000000.0,40.875422,-82.177008,1.193580077399406,10088,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,7251,34005200000000.0,40.886974,-82.17562,0.7955008924402812,7251,30.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,8263,34005200000000.0,40.891002,-82.167484,0.45067439274209864,8263,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,7398,34005200000000.0,40.887506,-82.178453,0.9433200367490168,7398,0.0,0–1
